	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
157	no	5.75663	7.77723	1.11748	4.68574	4.74033	5.35429	532-79-1763	Janet Edwards	4.78455	70.65492	single	1.00000	46.53427	98.84023	61.69806	7.52553
158	no	5.34077	7.73062	1.25002	6.50815	5.76604	2.65670	281-70-2712	David Anderson	4.99333	9.72479	married	1.00000	62.98954	111.58820	70.65257	8.40171
159	no	5.50603	6.41093	0.44761	4.43862	6.14712	2.93434	171-74-5084	Katie Ford	5.08796	18.92568	widowed	1.00000	40.45486	141.73910	53.75830	11.67743
160	yes	5.36098	7.01306	0.95889	5.50499	4.65635	5.13839	869-29-2011	Melinda Conley	6.78173	64.57469	married	1.00000	72.64782	12.51205	38.10160	7.03824
161	no	5.49025	8.75555	2.38191	6.10333	3.51371	7.55052	490-50-9660	Miguel Taylor	6.60491	55.14274	nop	1.00000	44.99197	37.37512	30.90590	7.71567
162	yes	6.63884	7.43755	0.91499	6.67210	4.12326	5.06304	478-54-8825	Warren Smith	5.92590	71.09500	separated	1.00000	38.00242	71.79266	47.58458	6.45828
163	yes	6.55976	7.74429	1.27765	6.25799	4.93597	5.50755	887-38-9087	Jenny Edwards	7.36010	77.05923	nop	1.00000	67.65888	-0.06525	54.20691	9.86074
164	no	5.23517	6.91883	0.65115	4.56335	5.26921	8.05637	853-13-5176	Andre Mendoza	5.72607	35.73844	widowed	1.00000	63.52882	100.23721	68.24078	7.26413
165	yes	5.98441	7.61870	1.21769	5.38372	7.89120	5.85410	754-27-5548	Christopher Gray	5.88811	84.37390	married	0.00000	27.94741	56.63387	37.80431	3.95131
166	no	6.77270	6.78450	0.89043	5.91060	7.04473	8.07748	019-69-7974	Kevin Hurley	5.65917	38.19174	divoced	0.00000	66.43614	57.93803	47.02899	4.60923
167	Y	5.49504	10.69441	12.69030	6.74283	2.12799	5.90075	733-08-1847	Mary Howard	6.96580	83.66469	single	1.00000	49.17627	50.19186	38.41705	6.76531
168	yes	6.87324	5.56133	0.51551	4.65739	6.57218	10.33617	676-50-0585	Ashley Cochran MD	5.80954	24.01767	married	1.00000	41.81635	42.65441	41.62490	7.05994
169	no	5.72667	6.70000	0.69077	4.85165	8.08070	7.45098	743-11-6994	John Phillips	5.40752	64.22596	married	0.00000	49.96506	63.73837	46.71102	5.07473
170	Y	6.58412	7.12425	0.69196	3.97228	5.48881	6.13021	410-82-8825	Shelby King	4.09751	83.23796	divoced	1.00000	31.91693	56.71255	55.48695	9.19414
171	no	6.92708	8.14928	1.09316	3.94532	5.22135	6.32906	157-30-8663	Daniel Roberts	4.87894	88.42002	single	1.00000	77.23822	38.11715	49.00699	8.68818
172	no	5.43393	6.49591	0.53946	7.06637	1.83291	4.86867	718-46-0828	Maria Greene	5.55993	51.94061	married	0.00000	77.16023	79.99841	53.15581	3.77596
173	Y	5.68877	5.77483	0.47865	5.56259	6.05080	7.75197	629-40-9561	Christine Nunez	8.12140	51.35351	single	1.00000	49.30924	115.52696	57.63247	6.98945
174	no	6.81322	7.72140	1.20940	4.85328	5.53134	4.65394	296-23-0878	Kevin Jones	5.29688	46.56849	divoced	1.00000	44.73636	27.79781	30.64100	9.69345
175	no	6.23589	6.27646	0.36617	4.84994	1.93791	7.91881	261-37-4004	Patty Hart	6.31672	48.12206	divoced	0.00000	41.41852	56.85667	50.68839	3.87832
176	no	6.71435	5.45330	0.41384	4.51802	8.65637	9.03352	763-98-1034	Theresa Cooper	5.92145	19.71408	divoced	0.00000	61.45838	97.13860	65.13267	5.70205
177	N	5.28795	8.78854	2.45221	4.26974	6.63621	5.01548	040-29-9102	William Lee	5.91955	59.56994	married	0.00000	44.18688	30.22973	55.87097	3.39434
178	no	6.16550	8.02738	1.08778	8.25102	4.36478	6.70500	812-07-1938	Jeremy Dominguez	7.25396	88.22512	widowed	1.00000	53.87639	114.55001	52.38554	6.32372
179	no	7.56273	8.61383	1.96486	4.21240	4.44842	8.00186	414-85-1813	Lawrence Brown	7.15080	43.17660	widowed	0.00000	70.73284	88.10932	47.87540	5.23192
180	Y	6.26803	7.67636	1.14820	6.80641	6.96144	6.80185	609-02-1310	Jeffrey Smith	5.51140	78.32020	married	0.00000	38.51567	89.02809	77.59323	4.45507
181	no	7.02300	7.15843	0.81361	4.58430	5.80039	3.14918	164-83-9426	Crystal Wyatt	7.59459	11.92093	separated	1.00000	45.65065	106.09498	57.45056	8.64593
182	yes		8.75345	2.19093	4.74753	3.90834	6.91287	027-74-9715	David Fisher	4.38048	79.13911	married	1.00000	69.91136	-15.38077	62.31754	6.55515
183	yes	5.14718	4.37022	0.34192	5.72688	5.38687	4.81274	221-29-3960	Joshua Elliott	5.88417	53.26490	married	0.00000	31.64510	32.04613	43.73216	4.98299
184	no	4.22324	8.31593	1.78803	6.90695	4.74103	6.78267	055-47-3134	Melanie Rodriguez	6.64687	84.96942	single	1.00000	67.67834	62.76741	49.74863	6.55977
185	yes	5.49071	8.18261	1.29899	5.48560	6.06611	4.51179	171-74-5084	Katie Ford	5.37208	47.53567	widowed	1.00000	41.76484	72.42775	40.45179	10.38952
186	yes	7.60616	7.50546	1.05075	5.68810	5.79496	5.54305	306-22-0366	Ebony Powell	6.36826	77.74747	divoced	1.00000	65.00887	77.81916	61.04574	9.39253
187	no	6.25708	6.22586	0.51322	6.67156	5.78673	1.72891	417-37-9417	Timothy Estrada	5.68687	47.41304	divoced	1.00000	46.90772	77.51570	54.02600	7.58485
188	no	6.66125	7.46260	0.69133	4.57803	7.05785	7.28309	312-29-7837	Chad Mitchell	5.70054	67.07409	married	0.00000	39.66284	85.26737	78.15065	5.20331
189	no	6.97039	4.95396	0.42655	4.68253	7.24557	4.72081	641-21-9653	Peter Ray	8.40735	46.40561	nop	0.00000	60.33287	84.89129	36.24891	4.87925
190	Y	7.76517	4.27457	0.38146	6.43242	5.20135	3.70567	415-68-1618	Peter Roberts	6.51099	21.21132	single	0.00000	63.77396	35.32326	58.33280	5.90967
191	Y	6.59188	4.66922	0.43762	5.28305	5.74811	5.21427	772-06-9827	Kevin Jackson	8.39915	74.00582	married	0.00000	30.48552	87.70057	41.05159	5.17848
192	no	5.83817	3.08512	0.38556	8.06603	5.08327	7.98216	617-93-2431	Jonathan Cameron	5.97634	41.44508	divoced	0.00000	67.30245	89.28205	34.13936	5.50223
193	no	5.61187	5.98164	0.37792	5.42835	4.09387	6.15508	107-78-1079	Adam Williams	6.21370	85.54492	married	1.00000		18.79744	47.48296	7.11365
194	Y	6.38678	7.24147	0.81546	6.49705	4.56297	5.92542	586-97-9571	Ryan Macias	7.82860	88.34635	married	1.00000	71.72709	78.14150	38.03051	7.13711
195	Y	6.70754	5.83825	0.66749	6.50365	5.99776	7.41551	784-85-8151	Brandi Swanson	6.23108	67.87366	divoced	1.00000	49.32292	8.12860	67.34640	6.77762
196	no	6.66454	6.72516	0.60697	5.26916	5.22545	4.38125	317-02-6781	James Chang	6.63326	37.93717	divoced	1.00000	62.99633	25.89465	47.56601	7.35515
197	no	6.42126	7.57648	1.07445	4.87792	6.82703	7.24133	298-74-7207	Travis Dennis	7.62855	73.48308	single	0.00000	47.17319	105.38393	40.72864	4.93228
198	no	4.95318	6.68476	0.97254	5.95073	5.31223	8.36702	252-15-8212	Travis Harper	5.67939	32.37400	nop	1.00000	62.37346	37.44104	82.15277	7.24931
199	yes	6.05130	5.65547	0.53728	6.77174	5.99551	6.13502	370-67-5546	Deborah Brown	6.71115	87.70680	separated	1.00000	80.14744	74.75638	56.17672	7.24493
200	no	7.09826	7.45313	0.92128	3.26280	3.06073	5.34534	738-18-5085	Curtis James	6.48458	75.83178	nop	0.00000	48.66266	120.61616	53.41997	3.18040
201	Y	5.92833	5.56249	0.40285	6.75564	4.40572	4.91919	234-32-4868	Darrell Rocha	6.72848	52.38801	nop	0.00000	59.42518	-4.10023	30.09078	4.26602
202	no	6.65003	6.43422	0.60113	4.70209	5.44335	6.90639	250-98-6823	Warren Kelley	6.42731	77.14144	nop	1.00000	53.20142	89.57947	55.94198	7.49836
203	Y	7.62834	6.76531	0.64264	6.06617	5.61149	3.11904	737-73-8421	Makayla Bowman	6.23974	8.94630	married	1.00000	50.62737	133.82334	54.77376	9.49672
204	yes	6.35236	6.40974	0.58200	4.37624	7.88970	8.25945	039-07-9418	Kelly Steele	6.90196	30.52687	single	0.00000	41.63053	121.71917	43.50457	5.54346
205	Y	6.39077	4.64966	0.33338	7.25315	6.44074	2.93105	280-99-3484	Charles Green	4.83996	11.95108	single	0.00000	43.96692	114.65538	45.96460	5.02961
206	yes	6.81880	8.03046	1.36466	5.14988	4.16086	6.68238	838-70-9108	James Guzman	5.81334	88.83029	single	1.00000	59.00972	55.05485	44.12440	4.81393
207	no	6.06229	6.16003	0.50515	5.90676	5.12179	6.36211	855-65-7500	Sarah Evans MD	4.01160	88.57604	single	0.00000	22.62289	73.95527	68.22665	8.32027
208	no	4.96488	5.44396	0.33142	6.47369	6.27132	7.63929	237-25-7142	Danielle Sosa	6.52601	54.85358	single	1.00000	58.74621	71.93990	57.64395	7.37306
209	no	7.19805	5.73619	0.61520	7.91172	2.99702	6.01855	374-11-6668	Tara Reynolds	5.51103	87.33463	married	0.00000	52.42617	33.36376	67.79549	4.52893
210	no	6.53814	7.56117	1.04176	8.12590	6.54709	7.28176	323-13-2833	Nancy Moore	6.00064	73.65064	married	0.00000	46.82954	125.83735	17.44439	4.37878
211	no	5.89468	6.45467	0.71936	7.41751	5.62428	9.19007	417-74-5508	Peter Thompson	5.24319	12.33950	nop	1.00000	32.25782	26.66051	41.32985	7.58904
212	no	7.37114	7.94082	1.16149	6.40849	5.03219	4.20919	618-20-2773	Kelly Wilkinson	6.80782	33.32072	divoced	1.00000	62.74982	53.48123	62.71897	8.39227
213	no	7.95317	8.00479	1.19523	6.42534	4.17470	4.49225	348-36-9678	Mr. Cole Collins DDS	7.14690	39.66847	married	1.00000	76.50042	96.99273	45.88427	5.58845
214	Y	7.91927	7.75615	1.16032	5.42481	5.54000	2.82326	083-95-1351	Ann Nolan	5.63801	12.94098	widowed	1.00000	66.71848	41.10185	41.77271	7.27506
215	yes	5.03444	5.53554	0.48962	7.08379	6.53178	8.93268	524-08-1285	Jimmy Joseph	7.28149	17.18805	divoced	1.00000	43.24112	94.40182	39.56767	7.11211
216	yes	6.28720	7.66210	0.64241	4.81601	8.27377	5.60775	203-95-8540	Peter Bennett	5.35523	83.49647	divoced	0.00000	57.89162	84.26939	39.30502	4.47053
217	no	6.87374	5.56139	0.84648	4.04722	3.49817	5.08382	281-19-1121	Seth Castaneda	5.05782	59.51682	single	0.00000	60.12158	52.37319	20.15577	4.14914
218	Y	5.20703	6.71568	0.80257	5.38803	5.00604	5.58793	061-36-2488	Jackie Mckinney	5.52910	79.15766	widowed	1.00000	47.12960	125.24348	32.92115	7.49635
219	no	9.30090	8.14229	1.39665	4.27104	6.61331	6.39155	169-91-7502	Donald Chapman	5.58741	80.67061	married	0.00000	49.94186	101.63476	61.47872	4.39467
220	no	5.77187	7.92127	1.35498	5.30500	4.79225	5.60123	578-91-1236	Jamie Hamilton	5.40114	76.31066	divoced	1.00000	54.90094	32.26442	47.52539	6.63203
221	no	7.14968	5.71359	0.60706	7.87794	6.19110	8.46437	854-75-1903	Benjamin Washington	7.37916	29.98755	married	1.00000	50.39955	5.25632	53.08137	6.40016
222	no	4.34537	6.56617	0.48647	6.14805	5.12364	4.43866	814-67-5607	William Michael	5.23488	43.63837	married	1.00000	48.59750	74.11981	59.98348	
223	yes	5.18098	7.50975	0.98516	5.68528	5.71435	8.50720	309-96-2488	Mary Warner	6.39493	19.33929	divoced	0.00000	42.59639	39.55893	51.39846	5.33565
224	yes	5.26357	6.02113	0.72520	5.74102	4.69522	3.93593	397-30-2816	Lauren Brown	6.48690	18.30251	nop	1.00000	51.30508	46.98382	66.71565	5.87984
225	Y	6.28322	4.84913	0.59062	7.43379	6.22074	7.20808	848-97-4644	Ms. Ashley Ortega MD	5.38816	73.24993	married	0.00000	36.89577	45.80970	36.45187	4.55954
226	no	4.73431	7.11490	0.86514	6.13558	4.23848	6.64170	896-90-3361	Amy Carlson	6.56998	92.28702	single	1.00000	35.23095	62.76541	57.59090	6.56813
227	no	5.29024	5.74703	0.46908	6.43771	5.97111	6.07069	621-05-1566	Anne Lopez	4.94913	80.46946	single	1.00000	44.95426	26.49591	52.63432	7.32038
228	Y	4.98004	8.15488	1.43787	5.55587	4.02143	6.20596	889-16-3263	Christopher Costa	6.05094	92.03420	nop	1.00000	72.89259	85.83431	24.03213	7.33632
229	no	4.65273	6.20583	0.68485	6.73516	4.52505	6.54752	857-50-1830	Daniel Patterson	5.68353	87.33471	married	1.00000	56.48362	75.12869	54.47154	7.87335
230	Y	4.73595	8.33191	1.59839	5.64249	4.52679	4.55446	233-82-4084	Deborah Miles	6.83285	40.54609	married	1.00000	51.37907	85.78084	19.28488	4.40762
231	Y	7.55891	7.37372	0.94431	6.75795	4.89531	6.93880	013-48-9551	James Smith	6.66126	75.18741	married	1.00000	50.68656	64.83479	40.76054	6.81468
232	no	5.75719	7.06046	0.67577	5.75068	4.29645	4.07855	330-63-6031	Kyle Miller	6.08234	25.10811	married	1.00000	56.11850	83.30527	63.28277	5.06710
233	no	6.82789	8.08230	1.26930	7.22848	4.00475	5.94747	321-74-8523	Cynthia Bowen	6.45122	83.18006	married	1.00000	59.10389	72.19111	61.29740	7.10661
234	yes	4.25275	6.87934	0.68006	4.42364	3.43944	3.04929	356-10-5049	Christopher King	4.26805	6.10042	married	0.00000	47.06108	22.44304	18.63791	4.24317
235	no	5.67973	7.88960	1.23295	8.37414	6.94034	6.84102	010-95-2155	Gwendolyn Thomas	5.71395	81.63686	married	0.00000	57.02802	116.48058	54.92277	5.28108
236	Y	6.75348	7.20504	0.83989	6.78336	4.72215	4.75380	353-68-4576	Adam Williams	6.92582	53.54957	divoced	1.00000	45.20037	33.87777	38.75966	6.75032
237	no	6.71866	7.77856	1.22024	5.50149	4.40552	6.43086	555-46-5662	Stephanie Smith	5.87051	92.90165	married	1.00000	60.57959	122.20396	42.68543	7.14122
238	no	6.41504	7.19102	0.88478	5.41540	4.03114	6.13065	314-85-1070	Anne Stephenson	6.66104	84.92110	divoced	1.00000	56.69001	110.41111	34.71687	5.61442
239	Y	6.30401	9.11251	2.82038	4.85148	3.51271	7.27307	152-52-1890	Gary Thomas	5.56861	70.52857	single	1.00000	59.42288	81.70430	48.57265	7.48133
240	no	7.38896	8.02096	1.57696	6.32429	7.70593	5.45089	623-68-8274	Melissa Rodriguez	3.43612	77.86961	married	0.00000	68.79306	77.55758	78.79818	4.01017
241	N	4.81779	6.07278	0.63113	5.51414	6.06697	8.94753	513-91-0809	Kelsey Sandoval	4.96981	19.56175	divoced	1.00000	47.63725	5.83816	51.77049	6.73829
242	no	6.76485	9.63702	4.77023	5.21664	2.94266	6.38280	530-64-6332	Gabriel Bishop	4.96001	80.24801	divoced	1.00000	45.23072	36.53968	50.54092	7.01418
243	no	6.16352	5.38003	0.22711	6.21360	6.43899	7.70243	800-38-7175	Mark Dixon	5.43972	45.12900	married	1.00000	66.18972	110.07505	47.39835	6.98457
244	no	5.35977	5.48294	0.52689	5.66632	10.03038	7.71366	568-53-1853	Todd Short	5.91663	53.74919	widowed	0.00000	49.18027	67.96460	26.66319	5.53052
245	N	5.62028	7.96312	1.22596	6.42468	6.93928	6.20652	203-82-9364	Jessica Dean	5.01650	89.02019	single	0.00000	50.63387	38.72742	47.05052	4.00500
246	no	6.14523	4.59434	0.51679	5.69078	5.03558	3.97728	583-89-9614	Latoya Moody	7.07060	27.01722	married	0.00000	35.27939	117.00990	24.31004	4.91937
247	no	5.49984	6.55348	0.63188	4.58877	5.65107	7.78232	054-17-4073	Lori Serrano	5.91770	51.97656	married	1.00000	59.66739	123.63127	19.74688	6.52206
248	no	7.23304	5.39723	0.51913	6.01884	6.46299	8.00793	415-92-7997	Matthew Taylor	6.26767	42.66402	single	1.00000	51.98107	71.38437	44.03870	7.03688
249	yes	5.47564	6.78030	0.73899	8.32061	6.98761	8.61787	724-68-1123	Philip Smith	5.53770	24.15696	divoced	0.00000	50.63631	87.06327	55.35005	5.76019
250	Y	6.92609	6.72015	0.52915	7.38689	6.04643	6.19026	124-96-3247	Raymond Golden	7.69363	91.39886	single	1.00000	49.41146	78.42011	46.13710	
251	no	6.80713	6.04674	0.44515	6.94106	6.02163	8.36711	414-05-6915	Terry Allen	5.92870	27.78968	married	1.00000	45.07117	72.70770	57.97811	6.68375
252	no	6.14067	5.41225	0.61473	4.40173	3.86452	5.88575	731-54-4268	Charles Cook	6.62729	82.70474	separated	0.00000	46.43984	141.21917	53.38619	4.26845
253	no	4.76160	7.51651	1.14522	5.09716	5.80397	8.50074	388-70-2293	Lisa Church	6.48795	29.93002	widowed	0.00000	50.61778	103.35619	40.77735	5.51450
254	Y	6.52474	7.68924	1.33485	6.73229	4.50638	7.10030	318-84-3370	Betty Shea	6.58810	69.68778	widowed	1.00000	54.37433	106.81940	44.23372	7.39900
255	no	7.28752	9.21625	3.38134	5.05391	3.20808	6.93980	043-18-1588	Erin Mclaughlin	6.13148	76.38105	nop	1.00000	48.74494	92.04189	56.58957	7.58758
256	no	5.67835	8.22485	1.48811	5.47949	4.01043	7.69630	068-14-5772	Kristin Raymond	4.94892	59.58696	widowed	1.00000	58.01699	24.08144	66.44431	7.74085
257	no	5.34460	6.87780	0.56702	5.02872	5.19477	7.81899	629-95-1297	Martin Schaefer	5.89568	48.71596	married	1.00000	38.33504	23.22096		7.22926
258	no	5.02916	4.66085	0.35550	6.54315	6.90645	7.67130	147-41-6613	Cynthia Roberts	8.24144	53.00265	married	1.00000	62.81020	91.75892	69.01309	7.94213
259	no	6.62911	7.07424	0.77789	6.12599	5.42840	4.66300	050-10-6314	Logan King	4.13504	47.98734	widowed	1.00000	67.47399	42.42409	21.21724	9.23235
260	Y	5.20608	7.62897	0.89203	4.62005	4.56189	7.15058	754-82-4854	Scott Smith	5.19723	66.04919	separated	1.00000	52.32295	82.19349	33.59790	7.32896
261	yes	5.09101	4.55631	0.25448	5.96530	6.04680	5.63754	824-48-7235	Jennifer Church	6.67128	76.84614	single	0.00000	54.65969	68.85070	38.16203	5.51828
262	no	6.03452	7.30011	0.76274	8.39480	5.01728	5.38463	621-57-7934	Eric Sanchez	4.58028	76.07595	married	1.00000	84.43908	56.53743	46.94901	8.12820
263	no	4.65082	8.74818	2.23738	7.70281	4.06584	8.13640	844-49-1855	Heather Welch	4.80314	35.18757	married	0.00000	50.93555	46.20914	56.93735	6.62345
264	yes	6.04164	7.38593	0.73307	5.45534	5.08165	8.39482	477-49-8302	Jason Clark	6.29653	26.68517	married	1.00000	31.18157	41.18680	48.35854	6.97845
265	yes	5.71800	8.15226	1.41255	4.91597	5.64024	4.36768	790-60-7558	Christina Robertson	6.05444	35.52365	single	1.00000	83.79248	86.18385	24.07207	7.63983
266	Y	7.41151	4.06328	0.37312	6.68537	5.52944	2.84439	715-64-1431	Donna Becker	6.60986	24.06949	divoced	0.00000	41.90255	81.69722	62.94475	5.65428
267	no	6.74089	6.15935	0.77204	5.54095	5.76528	7.87990	726-32-5684	Noah Cole	5.90370	39.69639	divoced	1.00000	58.12318	45.55046	36.35295	8.06572
268	Y	8.57856	6.95750	0.56884	7.15154	5.83695	3.33325	782-51-7236	Rebecca Ramirez	6.33171	11.98094	divoced	1.00000	46.72012	-11.13924	46.72940	9.01514
269	Y	5.87438	5.04656	0.58885	5.25773	5.67800	2.38387	533-15-8750	Jeffrey Allen	4.92805	24.18410	single	1.00000	43.22094	84.80465	34.64440	9.61539
270	no	7.25598	6.74806	0.70525	7.12112	5.42035	7.49313	082-06-1438	Scott Hardy	6.45717	69.30870	single	1.00000	50.92497	16.21952	29.64321	7.16453
271	yes	4.67485	8.20593	1.15824	5.18935	4.04544	8.04040	207-56-9667	Michele Bennett	8.16094	45.98566	married	0.00000	44.48334	79.64794	48.07218	7.51001
272	N	6.94499	7.05516	0.78588	7.07518	7.58381	7.23214	047-65-4892	Patricia Wilson	5.86198	72.50674	nop	0.00000	45.59364	26.34687	72.50044	4.71203
273	Y	8.20589	5.35538	0.67842	7.14315	6.38973	9.23576	812-07-1938	Jeremy Dominguez	7.26286	12.04256	divoced	1.00000	59.67894	119.35875	52.16353	7.37415
274	no	7.97518	7.62376	0.96956	5.62596	7.50621	6.00201	322-34-6165	Tonya Miller	6.20492	87.34572	married	0.00000	55.09722	55.72906	31.49093	3.57995
275	Y	6.29255	6.14782	0.80798	6.90909	5.69826	7.08583	517-96-6272	Justin Adkins	5.91517	72.80243	divoced	1.00000	30.75204	27.91435	53.98768	7.23452
276	yes	6.22171	7.33860	0.86858	6.15554	4.92990	8.27580	506-20-9177	Andrew Carpenter	5.62611	33.31396	married	1.00000	62.07734	45.14608	52.42408	6.84412
277	Y	6.81715	6.79360	0.81361	7.15027	5.34404	6.79244	145-25-1798	James Durham	5.73682	82.88533	single	1.00000	55.16276	79.16589	42.15461	7.19734
278	yes	5.57027	7.30534	0.92925	7.04366	6.58619	3.13770	221-85-6252	Larry Preston	4.59517	15.14007	separated	1.00000	30.86345	88.45061	57.31217	10.26875
279	N	4.42126	6.76679	0.64600	7.44319	5.43326	8.04788	195-92-2158	Carlos Bartlett	6.45716	41.86909	widowed	1.00000	34.27331	69.43336	42.29679	6.98351
280	no	6.79435	6.60150	0.62921	5.59351	5.69110	4.69558	546-16-9130	David Anderson MD	7.26048	41.00037	divoced	1.00000	43.67066	106.80514	36.26705	9.83288
281	Y	7.13789	7.82305	1.10239	6.72445	6.65394	6.94534	858-54-8539	Micheal Rodriguez	6.39546	85.77464	separated	0.00000	61.37989	18.14892	57.19464	4.63019
282	Y	5.05793	8.29927	1.55865	6.29877	4.97526	4.16294	829-42-6727	Brittany Powell	5.31483	26.62953	divoced	1.00000	46.87638	98.67861	39.97050	8.27189
283	Y	5.85078	4.50658	0.47310	6.31634	4.43253	2.82900	715-49-0097	Lucas Randolph	5.89232	15.61440	married	0.00000	33.73243	60.04380	56.49743	5.65499
284	no	5.95950	4.07162	0.52852	5.64228	5.87959	4.95797	044-76-7275	Anthony Perry	6.09111	60.65705	separated	0.00000	59.60982	44.73039	45.35418	5.31239
285	Y	7.19299	3.31555	0.48055	5.97412	6.74151	2.62662	819-38-8171	Colin Elliott	7.16685	13.39562	separated	0.00000	44.59621	68.67399	42.15545	6.77467
286	Y	6.83445	7.44649	0.84352	6.15842	4.92262	8.52129	462-50-0945	Nicholas Evans	6.11289	31.75495	married	1.00000	69.72634	73.32220	64.60638	7.14880
287	no	7.91589	5.97684	0.38843	6.42892	3.89516	4.98135	603-96-8064	Joshua Bradley	4.78485	61.05363	divoced	1.00000	51.34533	126.62671	38.46526	5.69316
288	no	6.02106	7.68484	1.08047	5.32997	4.67246	9.97298	370-67-5546	Deborah Brown	5.87827	13.40104	separated	1.00000	39.04957	63.30505	65.40133	6.56080
289	Y	5.22866	5.83964	0.51424	3.56098	4.43115	4.53344	438-71-4910	David Bennett	8.23856	44.78783	married	0.00000	46.28694	76.62812	58.72821	4.21962
290	yes	6.74532	7.20568	0.67691	5.45790	4.79909	5.30281	083-37-5630	Mrs. Kathy Gonzalez	7.40366	65.88416	widowed	1.00000	67.65984	-12.34687	42.33771	8.18953
291	no	5.28661	8.00061	1.34712	4.59229	5.23469	3.57084	533-02-9924	Shane Kennedy	4.36084	17.53679	nop	1.00000	32.60265	32.13523	64.14989	7.65799
292	no	3.91776	5.00525	0.42185	4.44171	7.19883	3.61289	619-34-2397	Daniel Jacobs	4.86292	16.89583	divoced	0.00000	47.27550	-1.77932	44.28517	4.35585
293	no	7.64934	6.81547	0.70579	5.60568	4.98559	4.00214	779-81-5938	Mr. Gregory Stewart PhD	5.28301	18.21185	divoced	1.00000	46.27334	10.90483	43.99905	7.31877
294	no	4.71432	9.82104	5.45166	6.59166	2.63272	4.96333	419-05-8556	John Atkinson	7.07400	55.60513	married	1.00000	70.74013	21.52736	39.03136	7.45519
295	Y	6.50396	8.13833	1.39341	6.63286		4.11585	632-95-5238	Amanda Grant	5.97062	24.14506	married	1.00000	46.10308	86.01341	53.40768	8.51560
296	Y	6.07541	5.06792	0.55072	5.42036	4.32114	6.74030	462-26-0729	Kelly Espinoza	6.89782	78.12401	married	0.00000	63.64505	66.72579	41.87113	3.91039
297	no	5.59015	7.43479	1.12855	8.14952	5.20623	3.02454	895-99-0824	Candice Kim	7.56137	4.75100	married	1.00000	29.48024	53.93110	75.22753	6.54970
298	Y	5.40441	3.18864	0.51453	6.00130	7.21635	4.53852	723-04-7080	Mr. Thomas Lane	5.76701	44.07040	married	0.00000	43.44249	55.00226	73.82524	5.99081
299	no	6.65551	6.87659	0.75666	4.29178	4.85889	3.61699	399-65-6054	Denise Hall	5.26844	20.04421	separated	1.00000	44.81526	44.79428	60.63356	5.32996
300	no	5.41110	4.90586	0.28367	7.40272	4.08739	6.31620	439-98-5599	Sabrina Young	6.00358	84.06946	separated	0.00000	49.15089	88.25346	54.39402	4.58160
301	no	5.39837	6.06720	0.46768	6.24610	4.07311	4.15379	312-44-8280	Corey Martin	6.01135	29.72646	divoced	1.00000	49.22032	37.65919	40.35104	6.45080
302	no	6.37516	3.72316	0.49452	5.92898	4.58352	6.66551	464-29-1543	James Mullins	6.56216	88.06995	divoced	0.00000	56.32640	80.52154	43.10773	5.29523
