	birthdate	address	race	current_location	blood_group	ssn	name	sex	residence
121	1937/05/03	"6784 Anthony Summit
Williamsberg, MA 36922"	White	(Decimal('-33.790308'), Decimal('160.351321'))	AB+	778-54-0001	Mr. Daniel Fisher	M	"9200 Merritt Springs Suite 431
Lake Christopher, FL 68426"
122	2012/05/30	"309 Brandi Circle
Figueroaburgh, TN 45870"	White	(Decimal('-53.3185285'), Decimal('-2.451109'))	A+	559-01-3374	Melissa Rangel	F	"Unit 3393 Box 7334
DPO AE 59985"
123	1947/12/31	"4325 Higgins Extension
Lake Rachel, NM 83102"	White	(Decimal('-3.628125'), Decimal('-103.473814'))	B-	575-16-4304	Melissa Harmon	F	"1642 Ashley Overpass
Barrettview, IL 73839"
124	04/04/1962, 00:00:00	"5477 James Ridges Suite 144
South Roberto, NY 29117"	Hawaiian	(Decimal('36.4095055'), Decimal('56.526459'))	O-	156-29-9620	Christopher Myers	M	"53603 Amanda Lodge
Aaronton, WA 87184"
125	1968/11/11	"6052 Soto Club
East Michael, OH 84359"	Black	(Decimal('8.531297'), Decimal('177.399917'))	B-	889-28-2591	Robin Hatfield	F	"2796 Miranda Highway Apt. 288
East Jason, ME 62480"
126	1970-01-03	"Unit 0501 Box 6759
DPO AA 26821"	Black	(Decimal('45.6544505'), Decimal('126.543281'))	AB+	839-55-3936	Paula Lang	F	"589 Johnson Crescent Suite 437
Mcbridechester, AR 52350"
127	1922/05/08	"323 Crystal Hill
Linport, MN 37908"	White	(Decimal('-77.4170945'), Decimal('138.100337'))	AB-	646-30-6845	Chelsea Wilson	F	"6440 Weeks Green Apt. 569
Christyhaven, MO 05263"
128	1966-04-11	"8418 Gardner Branch Suite 381
New Ashley, NC 88799"	White	(Decimal('39.978547'), Decimal('44.849721'))	O+	481-61-0115	Brandon Garcia	M	"62249 Robert Cliffs
West Brianmouth, DC 47193"
129	09/01/1949, 00:00:00	"79485 Ponce Avenue
North Brianna, HI 02818"	Asian	(Decimal('77.1761975'), Decimal('-33.824397'))	A-	796-61-8080	Geoffrey Lee	M	"1866 Joyce Mission Apt. 744
Alvarezmouth, CO 91247"
130	1967/10/30	"214 Lori Springs Apt. 269
North Josephville, IL 70169"	White	(Decimal('68.0894085'), Decimal('14.586370'))	B-	045-44-5803	April Randolph	F	"984 Meyer Neck Apt. 098
North Johnside, AL 43269"
131	09/08/1984, 00:00:00	"Unit 8142 Box 7717
DPO AP 88205"	White	(Decimal('-76.3509705'), Decimal('-93.677406'))	AB-	849-72-0901	Brandon Brewer	M	"37187 Ryan Drive Suite 895
Coleview, NV 41225"
132	02 May 2009	"58279 Jennifer Cove Suite 195
Trevinohaven, ID 82910"	White	(Decimal('-14.4407475'), Decimal('-164.003068'))	AB-	484-36-2384	Kimberly Henderson	F	"413 Dana Branch
Benjaminburgh, OK 41810"
133	03/29/1987, 00:00:00	"001 Bauer Vista Suite 449
New Timothyton, OK 81001"	White	(Decimal('-81.969810'), Decimal('-71.012097'))	AB-	678-42-0147	Alexis Richardson	F	"73611 Harper Crescent
Lake Heatherfort, VA 16193"
134	08/27/1981, 00:00:00	"9977 Edwards Bridge Apt. 224
Morrisburgh, AK 43353"	White	(Decimal('-38.352983'), Decimal('55.230348'))	O+	390-15-5944	Regina Smith	F	"5866 Benson Estates Suite 619
East Markmouth, DC 33004"
135	1906-09-21	"3915 Williams Spurs Apt. 216
Kelleymouth, AZ 61717"	Black	(Decimal('-55.8568615'), Decimal('104.415098'))	A-	113-23-9597	Tara Valenzuela	F	"326 Holly Parkways Apt. 290
Holmeschester, LA 93345"
136	1934/08/05	"43709 Thompson Track
Ericastad, CT 66663"	White	(Decimal('-56.519832'), Decimal('-123.018202'))	O-	020-10-8941	Christopher Perkins	M	"25207 John Trace
West Michelle, MA 97837"
137	08/04/1976, 00:00:00	"8119 Lee Stravenue Apt. 279
West Nicolestad, AL 21545"	Asian	(Decimal('7.0923525'), Decimal('93.458195'))	AB+	221-29-3960	Joshua Elliott	M	"37465 Jones Landing Apt. 904
West David, TX 16992"
138	05/29/1919, 00:00:00	"59219 Anthony Knolls
Jeannefort, NJ 72421"	White	(Decimal('43.6787755'), Decimal('-170.056091'))	AB+	484-18-1812	Nicholas Frazier	M	"USCGC Stevenson
FPO AA 38913"
139	02 Jul 2005	"929 Short Points Suite 833
South Joseph, SC 55042"	White	(Decimal('75.3648895'), Decimal('-78.857316'))	B+	863-33-8176	Mary Cardenas	F	"1626 Jeffrey Fords Suite 765
East Michelleville, NY 89457"
140	1924-07-14	"Unit 2194 Box 5597
DPO AA 75762"	White	(Decimal('82.804251'), Decimal('123.606250'))	B+	179-18-5956	Heather Pena	F	"0977 Scott Gateway Suite 058
East Benjamin, NV 32401"
141	04 Jul 1950	"749 Jonathan Junctions
Susanview, NE 42600"	Hawaiian	(Decimal('-63.5617485'), Decimal('137.722164'))	B-	742-40-0798	Jason Brown	M	"417 White Falls Apt. 070
West Matthew, MI 51487"
142	1950/07/21	"6934 Smith Cape
Taylorberg, MT 23892"	White	(Decimal('30.614265'), Decimal('-128.121620'))	A-	736-07-1823	Cassandra Little	F	"164 Ramirez Pine
North Zacharyside, SD 35016"
143	01 Sep 1976	"44078 Jean Prairie Suite 465
Maryshire, OR 09282"	White	(Decimal('89.6178955'), Decimal('-122.030629'))	A-	091-79-1616	David Boyd	M	"2434 Preston Pike
Lake Jill, MA 20201"
144	06/24/1938, 00:00:00	"93032 Wood Circles
Cooleyshire, ME 22121"	Black	(Decimal('-39.6591615'), Decimal('-103.340179'))	AB-	689-46-1576	Charles Cannon	M	"09782 Schultz Neck
East Johnhaven, SC 60436"
145	1978/12/08	"51221 Adam Branch Apt. 092
Thomasfurt, ND 55923"	Asian	(Decimal('66.347895'), Decimal('109.982851'))	B+	889-16-3263	Christopher Costa	M	"12487 Jennifer Flat
Melissaberg, NC 17622"
146	2014/10/08	"14664 Hill Oval Apt. 633
East Nicole, LA 66269"	Black	(Decimal('-57.5220215'), Decimal('111.186261'))	B-	006-29-1690	Jaclyn Knight	F	"1508 Rivera Ford
South Kelsey, MN 22567"
147	03 Nov 1976	"6650 Hill Mills Suite 728
Marissashire, VA 74949"	Black	(Decimal('85.077509'), Decimal('-2.782968'))	A-	345-89-7532	Thomas Parker	M	"540 Thomas Cliffs Suite 452
North Matthewborough, SD 47988"
148	12/10/2020, 00:00:00	"6060 Johnson Greens
Port Amandaborough, AR 53814"	Asian	(Decimal('-21.179742'), Decimal('44.903644'))	B-	317-02-6781	James Chang	M	"7784 Alejandro Summit Suite 780
New Dylan, PA 89075"
149	1964-12-21	"18452 Mendoza Neck Apt. 730
Lake Julia, AR 91449"	Black	(Decimal('-78.0019175'), Decimal('-1.392445'))	A-	339-25-0342	Bianca Ward	F	"Unit 9328 Box 2521
DPO AP 41458"
150	20 Oct 1953	"003 Raymond Burg Suite 482
New Joseph, MS 90250"	Hawaiian	(Decimal('-20.906094'), Decimal('157.124551'))	A-	283-13-4827	Sarah Hamilton	F	"417 Sanchez Knoll
East Jo, NM 73343"
151	11/26/2011, 00:00:00	"456 Jacob Center Apt. 158
Trantown, SD 10384"	Asian	(Decimal('-10.3863905'), Decimal('140.196464'))	A-	843-77-4938	Samantha Gilbert	F	"4787 Timothy Crescent
Davidtown, IN 93276"
152	1922-01-22	"6948 Eric Cape
Brookeville, UT 54721"	Black	(Decimal('-68.661644'), Decimal('114.795700'))	B+	591-76-5987	Erica Nunez	F	"866 Kara Ferry
Robertsonton, MI 13554"
153	07/12/1925, 00:00:00	"USNS Vazquez
FPO AE 64178"	Black	(Decimal('-11.595437'), Decimal('87.861209'))	AB-	733-29-4323	Nicholas Morgan	M	"50161 Ray Land
Kimberlymouth, AK 88085"
154	11/08/1944, 00:00:00	"49407 Cruz View
East Kathrynfurt, IL 02325"	White	(Decimal('-49.366640'), Decimal('-59.367116'))	AB-	060-57-3627	Donald Martin	M	"957 Shelley Oval
Michaelfurt, IL 65009"
155	02/15/1906, 00:00:00	"991 Anna Roads Suite 793
East Brittany, AZ 16611"	blsck	(Decimal('-33.945848'), Decimal('-173.915397'))	B+	008-75-7441	Charles Cruz	M	"3551 Sean Skyway
East Cynthia, MI 44348"
156	1982/01/01	"7757 Blake Prairie Apt. 777
Raymondville, OR 20751"	White	(Decimal('19.4522195'), Decimal('116.561791'))	O-	233-82-4084	Deborah Miles	F	"036 Brown Street Suite 596
Webbbury, ND 71014"
157	1967/11/28	"717 King Branch
New Danielborough, MS 89601"	White	(Decimal('-29.2264105'), Decimal('90.784944'))	A+	333-05-5158	Jonathan Morales	M	"05719 Smith Pike
Port Mark, UT 84141"
158	1949/07/10	"265 Lynch Stravenue
Collierhaven, NH 77943"	White	(Decimal('-36.3487285'), Decimal('150.912553'))	A+	836-62-1818	Robert Kim	M	"49850 Erica Station
South Amandaland, UT 17858"
159	1994/03/25	"23393 Savannah Plains
Howardton, AR 96102"	Black	(Decimal('2.731962'), Decimal('-120.451246'))	B-	544-03-0854	Brittany Evans	F	"3442 Brian Pass
Evansshire, CT 26972"
160	06 Jul 1948	"069 Hernandez Tunnel
West Ashleyville, MT 29673"	Indian	(Decimal('-71.148745'), Decimal('-7.712401'))	AB-	793-94-4277	Felicia Peck	F	"10125 Ball Trail
South Michelleberg, IA 30102"
161	24 Sep 1985	"896 Bauer Junction
East Amyville, CA 08119"	White	(Decimal('42.200407'), Decimal('123.315037'))	O+	842-98-5383	Michael Swanson	M	"8576 Thompson Knolls Apt. 279
Jeffreyborough, MN 30221"
162	28 Jun 2014	"64150 James Parks Suite 331
South Jayfurt, AK 10387"	White	(Decimal('57.1474865'), Decimal('-22.372755'))	O+	358-82-1037	William Padilla	M	"19379 Emily Trafficway Suite 232
Port Michelle, PA 16910"
163	10/13/1980, 00:00:00	"Unit 3794 Box 4847
DPO AE 89545"	Asian	(Decimal('-66.914724'), Decimal('-140.686925'))	O+	696-85-1476	Carolyn Johnson	F	"08512 Jeremy Junction Suite 829
Scotthaven, GA 27402"
164	1932/05/04	"032 Michelle Stream
New Michele, SC 46703"	Black	(Decimal('83.399325'), Decimal('58.240605'))	AB+	834-77-8377	Charles Phillips	M	"983 Linda Pass
Port Henryside, ID 94857"
165	1908/06/28	"2748 Miguel Ways
Mannhaven, ID 82575"	White	(Decimal('2.922828'), Decimal('-75.789245'))	AB+	800-29-1320	George Mccoy	M	"41942 Lisa Drive Apt. 695
East William, MT 89957"
166	04 Apr 1951	"59940 Michelle Road
Thomastown, TN 49758"	Asian	(Decimal('76.2720685'), Decimal('0.654396'))	AB+	056-22-3794	Zachary Gill	M	"9977 Richard Drives Apt. 760
Anthonyfurt, HI 39152"
167	1932/07/15	"814 Smith Branch Apt. 277
Port Davidbury, NC 67104"	White	(Decimal('-80.1420445'), Decimal('-35.454996'))	AB+	829-42-6727	Brittany Powell	F	"14536 Alexander Ridges
Francisborough, PA 01723"
168	1987/04/18	"583 Warren Hills Suite 599
Hamiltonberg, IA 99336"	White	(Decimal('18.2332855'), Decimal('160.337776'))	A+	096-83-1359	William Michael	M	"8427 Cynthia Hollow Apt. 276
Kevinmouth, MS 47708"
169	31 Jul 1986	"USNS Cooke
FPO AE 26659"	White	(Decimal('70.3920435'), Decimal('-38.113382'))	A+	686-06-2984	Nicholas Bryant	M	"550 Turner Vista Suite 077
East Casey, DC 05047"
170	02 Apr 1962	"0468 Matthew Mountains Suite 906
New Jesseport, LA 06153"	White	(Decimal('-3.117348'), Decimal('56.506424'))	AB-	534-82-0487	Brett Fleming	M	"9562 Young Common Apt. 706
New Daniel, TN 41646"
171	1971/11/07	"42342 Scott Meadow Suite 716
New Brett, WA 82945"	White	(Decimal('-4.322079'), Decimal('-3.835773'))	B-	274-30-1609	Christina Smith	F	"355 Bennett Underpass
South Rachel, FL 43715"
172	10/01/1981, 00:00:00	"4098 Turner Drives Suite 266
Sarahchester, MO 98588"	White	(Decimal('64.461834'), Decimal('87.854374'))	A-	775-46-0748	Mitchell Moss	M	"8534 Fleming Dam Suite 165
West Jameston, MI 14274"
173	11/20/2015, 00:00:00	"01056 Desiree Ways Apt. 300
Staceyton, DC 60262"	White	(Decimal('-55.455066'), Decimal('154.100608'))	A+	533-15-8750	Jeffrey Allen	M	"3036 Margaret Forks Apt. 195
Mccoyview, IL 32311"
174	07/25/1916, 00:00:00	"4942 Rick Ferry
Malonetown, NH 60834"	White	(Decimal('-37.3437325'), Decimal('-14.055292'))	A-	698-38-0230	Robert Williams	M	"907 Smith Neck
West Melindaton, SD 44067"
175	26 Feb 2005	"40966 Charles Drive
Smithview, WA 91457"	Black	(Decimal('82.632133'), Decimal('-109.879967'))	AB-	717-42-8545	Alexis Becker	F	"PSC 9740, Box 1866
APO AA 39603"
176	12/22/2020, 00:00:00	"61656 Hopkins Extensions
Stonebury, CO 90751"	Hawaiian	(Decimal('-50.062570'), Decimal('173.485165'))	AB+	215-55-9818	Angela Miller	F	"7101 Craig Highway Apt. 509
East Autumnchester, IA 22449"
177	1991-10-30	"185 Mccormick Fields Suite 396
Joneston, NE 61906"	White	(Decimal('70.602373'), Decimal('-168.306248'))	A+	417-34-6233	Barbara Cummings	F	"253 Megan Hollow
Ericmouth, CO 94347"
178	1984/12/22	"303 Short Tunnel Apt. 900
East Christy, MO 67049"	Black	(Decimal('4.169194'), Decimal('-173.241238'))	B-	203-82-9364	Jessica Dean	F	"0651 Holt Rapid Suite 601
East Jonathanhaven, ND 82941"
179	1933-10-30	"17651 Walker Square Suite 801
Staffordshire, NM 09543"	White	(Decimal('29.565255'), Decimal('-105.694931'))	AB-	739-28-0428	Cynthia Reyes	F	"3636 Robbins Spring Apt. 409
North Jacqueline, MI 13515"
180	1994/05/30	"232 Sabrina Well
Judyfurt, PA 33498"	Black	(Decimal('-25.3783315'), Decimal('21.079419'))	A-	887-38-5294	Mike Mccarthy	M	"0847 Charles Village Suite 552
Stephenfurt, HI 45446"
181	1941/02/23	"USS Anderson
FPO AE 50441"	Black	(Decimal('-15.9369055'), Decimal('-83.279481'))	A-	391-89-8305	Natalie Mccoy	F	"1418 Harris Islands
Powellchester, WA 11218"
182	1970-10-10	"6088 Melody Fields Suite 138
Elainemouth, WV 99221"	White	(Decimal('46.661794'), Decimal('-143.171451'))	A-	791-60-4193	Patrick Vasquez	M	"8804 Kim Squares
Port Michael, AK 54580"
183	10/11/1943, 00:00:00	"430 Richard Forge
Lake Vincent, GA 74626"	Asian	(Decimal('84.487293'), Decimal('-26.640338'))	B-	046-73-5838	Courtney Roberts	F	"6007 Diaz Parkways
East Robertberg, GA 42439"
184	1963/08/01	"1957 Kristin Lodge Apt. 924
South Randy, FL 12829"	White	(Decimal('49.8860045'), Decimal('-174.620458'))	AB+	490-50-9660	Miguel Taylor	M	"32690 Lisa Wells
North Ashleyberg, WY 06453"
185	2008/04/24	"3636 Ryan Key
North Zacharyberg, AK 65843"	Black	(Decimal('73.1572625'), Decimal('171.843604'))	B-	471-26-6408	Martin Alvarez	M	"1233 Williams Via
Lawrenceborough, HI 62653"
186	29 Oct 1939	"USCGC Watson
FPO AE 17706"	White	(Decimal('-25.305869'), Decimal('22.934319'))	B-	776-43-5863	Jacob Lawrence	M	"96268 Shannon Brooks
West Michaelview, KY 07484"
187	16 Oct 1934	"69067 Kennedy Neck
South Anthonyshire, WV 13114"	Black	(Decimal('-72.2756685'), Decimal('-37.509569'))	AB-	763-98-1034	Theresa Cooper	F	"822 Myers Radial Suite 100
East Tinaburgh, KY 05792"
188	14 Jun 1929	"68811 Stein Valleys Suite 806
Port Jane, CA 16257"	White	(Decimal('24.764491'), Decimal('-2.724183'))	B-	824-06-7744	Keith Lewis	M	"279 Howard Cape
Tinaview, NC 71995"
189	1918/04/25	"0905 Laura Orchard
East Ana, UT 29246"	White	(Decimal('-60.1721475'), Decimal('163.686474'))	A+	398-27-5299	Laura Baker	F	"7774 Webster Trail Suite 778
Benjaminfort, NJ 88802"
190	08/12/1954, 00:00:00	"720 Macias Squares
Aaronside, AL 42882"	White	(Decimal('78.261855'), Decimal('45.775580'))	B+	545-92-9850	Elizabeth Hebert	F	"90796 Jesse Court
Lake Hollymouth, PA 13126"
191	1944/07/15	"605 Moore Mills Apt. 042
Ellisport, AR 31582"	White	(Decimal('-59.030213'), Decimal('29.341113'))	AB+	601-99-4318	Sara Hughes	F	"330 Lara Rapid Suite 469
Cherylland, WV 93107"
192	1961/05/10	"626 Lozano Park
East Tommy, AK 67403"	White	(Decimal('-55.2041345'), Decimal('-146.487069'))	AB+	844-49-1855	Heather Welch	F	"2744 Gregory Knolls
North Davidberg, KS 95816"
193	12 Feb 1989	"PSC 5098, Box 5962
APO AE 66666"	White	(Decimal('-58.3445165'), Decimal('-99.046363'))	AB+	800-38-7175	Mark Dixon	M	"902 Carla Stravenue
Smithport, PA 86967"
194	12/10/1976, 00:00:00	"9524 Cruz Mountain
Marvinstad, RI 98582"	Asian	(Decimal('-72.925274'), Decimal('179.353589'))	AB+	869-29-2011	Melinda Conley	F	"722 Stephen Lakes Suite 137
Rileymouth, AR 95596"
195	1987/01/06	"9247 Shelly Squares
South Gary, VA 57361"	Black	(Decimal('76.958112'), Decimal('98.626573'))	O+	721-94-0608	Melvin Soto	M	"10492 Nicole Ville
Lake Reginaldview, NE 06707"
196	1937/04/24	"8084 Derrick Trail Apt. 969
Port Michaelshire, NY 88628"	White	(Decimal('-28.7468105'), Decimal('81.900671'))	B+	684-85-5515	Patrick Contreras	M	"Unit 4808 Box 9329
DPO AP 21280"
197	03/20/1958, 00:00:00	"35396 Veronica Orchard Apt. 790
Lake Darlene, LA 82692"	black	(Decimal('-58.391701'), Decimal('-119.837374'))	B-	466-41-7909	Jaime Rodgers	M	"051 Steven Meadows
New Debrabury, UT 46925"
198	07 Oct 1921	"39606 Anthony Park Suite 276
Lake Joseph, OR 71592"	White	(Decimal('-27.958789'), Decimal('-44.133207'))	AB+	266-61-1037	Fred Martinez	M	"88386 Hess Plains Suite 614
Lake Megan, LA 27799"
199	2003-12-09	"33669 Jeffrey Inlet Apt. 904
New Geraldburgh, AZ 76003"	White	(Decimal('-33.183810'), Decimal('-113.436208'))	O-	607-39-9591	Craig Lawson	M	"6740 Gonzalez Burgs
Colemanshire, PA 56363"
200	09/03/2020, 00:00:00	"9826 Justin Mall Apt. 895
West Kevinfort, AL 35962"	Black	(Decimal('-48.9760435'), Decimal('-17.451134'))	B+	359-82-7660	Eric Buckley	M	"414 Sara Island Apt. 155
South Robertchester, PA 48002"
201	02/15/1925, 00:00:00	"03414 Wesley Oval
Traciburgh, NY 68502"	White	(Decimal('40.705284'), Decimal('-179.063620'))	A-	100-66-8175	Barbara Long	F	"7287 Monica Gateway
Jonathonfort, NC 86736"
202	1992/12/05	"7914 Church Glen
Mirandashire, CA 62211"	White	(Decimal('78.0990765'), Decimal('43.553695'))	O-	456-63-9497	Ronald Fisher	M	"963 Melanie Underpass Apt. 464
South Monicamouth, TN 76824"
203	11 Apr 1994	"86634 Gloria Mountain
Macktown, WY 37779"	White	(Decimal('-51.106742'), Decimal('83.903008'))	AB-	654-72-2641	Kayla Day	F	"83092 Thomas Isle
Timothyhaven, GA 78979"
204	05/27/1951, 00:00:00	"5641 Rogers Rapid
New Gregoryfort, TX 07524"	White	(Decimal('-37.412980'), Decimal('122.508542'))	O+	739-20-0211	Gregory Hall	M	"28376 Darlene Forest Apt. 733
Charlesmouth, NC 68113"
205	1913-10-11	"273 Bowman Groves
Port Robert, MI 08207"	White	(Decimal('-35.522157'), Decimal('65.771730'))	O+	371-86-1818	Brian Lindsey	M	"2278 James Burgs Suite 437
Mariahmouth, OK 93116"
206	04/08/1911, 00:00:00	"617 Christina Plain Apt. 929
Port Laura, NC 44968"	White	(Decimal('-35.9961375'), Decimal('-80.589035'))	O+	039-39-5086	Eric Ballard	M	"2873 Mejia Valley Suite 447
Sandrafort, ID 19369"
207	1906/09/12	"91884 William Prairie
East Christinetown, IA 20031"	Black	(Decimal('-47.874273'), Decimal('-146.547252'))	O-	559-64-9342	Jonathan Morse	M	"5026 Deborah Forks
Whiteside, IL 29549"
208	07/26/1977, 00:00:00	"194 Christina Forks Suite 970
North Gary, MS 89218"	White	(Decimal('50.9434105'), Decimal('-164.055313'))	B-	104-01-8869	Michael Hall	M	"223 Cooley Expressway
Dianamouth, ND 92817"
209	1961-04-21	"4829 Herrera Spring
Anthonyville, MI 30707"	Asian	(Decimal('-24.121790'), Decimal('-83.525272'))	A+	479-42-8879	Amanda Garcia	F	"000 Hannah Ferry
West Robert, TN 03299"
210	1976-03-19	"85044 Campos Roads
Lake Vanessa, DC 10941"	Black	(Decimal('-18.8265115'), Decimal('33.928325'))	B+	615-60-5159	Charlene Daniels	F	"3744 Freeman Course
Orozcoport, ME 67333"
211	09 Nov 1908	"0750 Horne Walk Suite 620
South Garyberg, ID 60397"	White	(Decimal('11.9368225'), Decimal('138.063540'))	B+	405-99-6325	Heather Ross	F	"35232 Ballard Green
Ashleyburgh, TX 56600"
212	1991-10-27	"930 Edward Shore
Goodmanport, DE 13465"	black	(Decimal('31.3240885'), Decimal('-33.590635'))	O-	679-88-6823	Chad Hanna	M	"9260 Wilson Cliff Suite 763
Jimenezstad, AK 05055"
213	02/22/1923, 00:00:00	"712 Black Forks Suite 991
East Lawrence, LA 07523"	White	(Decimal('-2.3527045'), Decimal('141.551903'))	A-	750-76-8840	Alyssa Thomas	F	"6428 Sabrina Turnpike Suite 663
Bennettview, KS 93542"
214	12/17/1933, 00:00:00	"80032 Carter Common
Port Sharonside, IL 47765"	Asian	(Decimal('-53.874116'), Decimal('-46.420783'))	O+	797-32-6935	Nicole Boyd	F	"482 Susan Crossing Apt. 789
West Matthewmouth, NC 68696"
215	1910-07-20	"57496 Monica Coves
East Teresa, IA 94926"	Black	(Decimal('15.5825855'), Decimal('115.739405'))	O-	300-17-3224	Leslie Walker	F	"974 Brian Lake Suite 236
New Natalie, FL 30577"
216	1944-01-29	"3134 Pearson Points Suite 925
Lake Laurachester, TX 81004"	White	(Decimal('-75.083456'), Decimal('119.555665'))	AB-	188-12-7120	Mr. Jay Guzman	M	"000 Foster Freeway Apt. 458
Robertsburgh, TX 78051"
217	10 Jul 1951	"42454 Timothy Ferry Apt. 180
Port Jonathanchester, NV 45553"	White	(Decimal('-39.0355085'), Decimal('-80.810285'))	A-	143-81-0470	Victor Levy	M	"46288 Brown Ramp
West Susan, KY 95223"
218	10 Mar 2009	"Unit 2984 Box 3795
DPO AA 71268"	White	(Decimal('14.3698675'), Decimal('-5.410396'))	AB+	861-35-8876	Jeremy Braun	M	"1113 Lawrence Via
West Jason, NH 11025"
219	1941-12-14	"56942 Danielle Haven Apt. 792
East Sydneyville, IL 47040"	White	(Decimal('30.188039'), Decimal('-73.057934'))	O-	778-54-5823	Melissa Koch	F	"455 Thompson Manors Apt. 900
East Margaret, VT 31657"
220	09/04/1974, 00:00:00	"274 Lee Corner Apt. 430
Garciashire, SD 18343"	Indian	(Decimal('-22.5100665'), Decimal('-162.756472'))	O+	329-95-4636	Benjamin Jackson	M	"Unit 2487 Box 3580
DPO AA 37548"
221	2012/05/08	"80672 Humphrey Views Apt. 475
Port Deborahfort, IL 70522"	White	(Decimal('-53.2494065'), Decimal('-24.571668'))	O+	273-93-0828	Jason Bean	M	"Unit 2565 Box 6618
DPO AA 71643"
222	08/01/1907, 00:00:00	"1506 Rodriguez Passage Suite 340
Kaitlynville, IA 09222"	Asian	(Decimal('-62.3888995'), Decimal('14.522491'))	AB-	059-01-0703	Bryan Smith	M	"USNS Brown
FPO AE 08060"
223	2004/05/23	"51440 Franklin Turnpike Suite 613
East Ericville, ID 47920"	Black	(Decimal('87.7750815'), Decimal('-166.246741'))	B-	219-49-7917	Max Dixon	M	"531 Todd Junctions Suite 446
Port Amanda, FL 26110"
224	07 Mar 1941	"34186 Kelli Parkways Apt. 313
Ericville, NJ 59881"	White	(Decimal('-3.7717245'), Decimal('164.612868'))	A-	703-37-9653	Amanda Guzman	F	"PSC 2566, Box 0555
APO AE 29284"
225	07/26/1975, 00:00:00	"099 Cynthia Mews Apt. 790
North Andrew, KY 57763"	Hawaiian	(Decimal('-42.9001005'), Decimal('-136.291928'))	A-	277-20-8844	Matthew Figueroa	M	"6703 Jackson Pass
Lake Michaelton, TN 25204"
226	1909-01-01	"03972 Bryan Garden Suite 499
West Geraldton, NJ 56603"	White	(Decimal('82.515039'), Decimal('-148.290512'))	O+	899-94-5118	Jacob Baker	M	"961 Cynthia Knoll
Jamesmouth, WY 25051"
227	03/28/1971, 00:00:00	"USCGC Ruiz
FPO AP 29451"	Black	(Decimal('86.559109'), Decimal('16.895414'))	AB-	619-71-0799	Frank Garcia	M	"934 Roman Circles
Kylechester, WI 36130"
228	1935-03-25	"183 Torres Passage
West Kayleeshire, DC 00773"	Indian	(Decimal('6.3106765'), Decimal('19.572759'))	A+	071-53-8133	Stephanie Singh	F	"490 Kelsey Groves Apt. 763
Lake Jeffreyside, UT 86259"
229	03/25/1950, 00:00:00	"1409 Ward Harbor Apt. 349
Davidville, NJ 93486"	White	(Decimal('-31.181070'), Decimal('34.598872'))	B-	459-65-1132	Kathy Smith	F	"4652 Andrew Village
North Catherine, OR 91455"
